,id,product_title,product_description,filename,format,mode,resolution,filesize,retrieved,file_exists,merged_text
0,209650955,Триммер садовый электрический для травы,Модель беспроводной; аккумуляторный; ручной Тип аккумулятора Li-Ion Емкость аккумулятора 1500 мА*ч Время работы от аккумулятора 120 минут,res/img/209650955.png,PNG,RGBA,"(246, 328)",171.35,2024-03-21 11:10:04.299254016,True,триммер садовый электрический для травы модель беспроводной аккумуляторный ручной тип аккумулятора liion емкость аккумулятора 1500 мач время работы от аккумулятора 120 минут
1,77278318,Триммер аккумуляторный садовый дачный кусторез,Модель разборная модель Питание Аккумулятор (в комплекте) Тип двигателя электрический Комплектация Инструкция на русском языке; зарядное устройство -1шт; Лезвия - 2шт; Триммер садовый - 1шт,res/img/77278318.png,PNG,RGBA,"(246, 328)",160.0,2024-03-21 11:13:44.241293056,True,триммер аккумуляторный садовый дачный кусторез модель разборная модель питание аккумулятор (в комплекте) тип двигателя электрический комплектация инструкция на русском языке зарядное устройство 1шт лезвия  2шт триммер садовый  1шт
2,18565737,"Триммер аккумуляторный ZITREK GreenCut 20 (20В, акб 2шт)",Модель GreenCut 20 Гарантийный срок 1 год Тип аккумулятора Li-lon Емкость аккумулятора 1500 мА*ч,res/img/18565737.png,PNG,RGBA,"(246, 328)",17.67,2024-03-21 11:13:58.767094016,True,"триммер аккумуляторный zitrek greencut 20 (20в, акб 2шт) модель greencut 20 гарантийный срок 1 год тип аккумулятора lilon емкость аккумулятора 1500 мач"
3,113066515,Триммер аккумуляторный садовый дачный кусторез,Модель разборная модель Питание Аккумулятор (в комплекте) Тип двигателя электрический Комплектация Инструкция на русском языке; зарядное устройство -1шт; Лезвия - 2шт; Триммер садовый - 1шт,res/img/113066515.png,PNG,RGBA,"(246, 328)",128.9,2024-03-21 11:14:13.620366080,True,триммер аккумуляторный садовый дачный кусторез модель разборная модель питание аккумулятор (в комплекте) тип двигателя электрический комплектация инструкция на русском языке зарядное устройство 1шт лезвия  2шт триммер садовый  1шт
4,151530782,Триммер-газонокосилка аккумуляторный ZITREK GreenCut 20 Pro,Модель GreenCut 20 Pro Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 1.5 ма*ч; 1.5,res/img/151530782.png,PNG,RGBA,"(246, 328)",128.13,2024-03-21 11:14:27.381707008,True,триммергазонокосилка аккумуляторный zitrek greencut 20 pro модель greencut 20 pro гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 1.5 мач 1.5
5,164885226,Триммер для травы аккумуляторный садовый ручной мощный,Количество аккумуляторов в комплекте 2 Страна производства Китай Длина предмета 125 см Длина упаковки 16 см Высота упаковки 89 см Ширина упаковки 11 см,res/img/164885226.png,PNG,RGBA,"(246, 328)",121.28,2024-03-21 11:14:43.284983040,True,триммер для травы аккумуляторный садовый ручной мощный количество аккумуляторов в комплекте 2 страна производства китай длина предмета 125 см длина упаковки 16 см высота упаковки 89 см ширина упаковки 11 см
6,208141196,Триммер садовый,Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 2000 мА*ч Время работы от аккумулятора 60 мин Количество аккумуляторов в комплекте 1 шт. Питание от аккумулятора,res/img/208141196.png,PNG,RGBA,"(246, 328)",146.2,2024-03-21 11:14:59.755820032,True,триммер садовый гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 2000 мач время работы от аккумулятора 60 мин количество аккумуляторов в комплекте 1 шт. питание от аккумулятора
7,145821973,"Леска для триммера звезда 2,4мм 100м",Длина (м) 100 м Вес с упаковкой (кг) 0.7 кг Длина упаковки 13 см Высота упаковки 12 см Ширина упаковки 13 см,res/img/145821973.png,PNG,RGBA,"(246, 328)",90.83,2024-03-21 11:20:09.142525952,True,"леска для триммера звезда 2,4мм 100м длина (м) 100 м вес с упаковкой (кг) 0.7 кг длина упаковки 13 см высота упаковки 12 см ширина упаковки 13 см"
8,81408162,"Катушка для триммера, леска для триммера",Материал изделия алюминий; леска; сталь Комплектация ключ -1 шт; переходник -2 шт; леска для триммера; катушка для триммера; головка для триммера Страна производства Китай Высота предмета 6 см Ширина предмета 6 см Вес с упаковкой (кг) 0.3 кг,res/img/81408162.png,PNG,RGBA,"(246, 328)",154.14,2024-03-21 11:20:18.060780032,True,"катушка для триммера, леска для триммера материал изделия алюминий леска сталь комплектация ключ 1 шт переходник 2 шт леска для триммера катушка для триммера головка для триммера страна производства китай высота предмета 6 см ширина предмета 6 см вес с упаковкой (кг) 0.3 кг"
9,202528239,Кусторез триммер садовый аккумуляторный,Модель Ножницы-кусторез аккумуляторные CSH 360 Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 1200 мА*ч,res/img/202528239.png,PNG,RGBA,"(246, 328)",157.55,2024-03-21 11:20:27.292715008,True,кусторез триммер садовый аккумуляторный модель ножницыкусторез аккумуляторные csh 360 гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 1200 мач
10,209801388,Триммер аккумуляторный для травы садовый,Модель TM600-Li1-ECO; аккумуляторный; мощный Гарантийный срок 5 лет Тип аккумулятора Li-Ion Емкость аккумулятора 2000 мА*ч,res/img/209801388.png,PNG,RGBA,"(246, 328)",133.76,2024-03-21 11:20:36.964269056,True,триммер аккумуляторный для травы садовый модель tm600li1eco аккумуляторный мощный гарантийный срок 5 лет тип аккумулятора liion емкость аккумулятора 2000 мач
11,145821971,Леска для триммера квадрат 3 мм 100 м,Длина (м) 15 м Вес с упаковкой (кг) 0.7 кг Длина упаковки 17 см Высота упаковки 8 см Ширина упаковки 17 см,res/img/145821971.png,PNG,RGBA,"(246, 328)",98.59,2024-03-21 11:20:45.451471104,True,леска для триммера квадрат 3 мм 100 м длина (м) 15 м вес с упаковкой (кг) 0.7 кг длина упаковки 17 см высота упаковки 8 см ширина упаковки 17 см
12,166091882,Триммер для травы аккумуляторный садовый ручной мощный,Емкость аккумулятора 1500мАч Количество аккумуляторов в комплекте 2 Мощность устройства 500W Частота вращения шпинделя (об/мин) 18000 об/мин Напряжение аккумулятора (Вольт) 21V Страна производства Китай,res/img/166091882.png,PNG,RGBA,"(246, 328)",136.77,2024-03-21 11:20:54.261868032,True,триммер для травы аккумуляторный садовый ручной мощный емкость аккумулятора 1500мач количество аккумуляторов в комплекте 2 мощность устройства 500w частота вращения шпинделя (об/мин) 18000 об/мин напряжение аккумулятора (вольт) 21v страна производства китай
13,208929943,Катушка для триммера садового леска,Материал изделия алюминий; пластик Совместимость бензиновый триммер; электрический триммер Комплектация катушка для триммера; леска для триммера; насадки для триммера; катушка для триммера универсальная; головка для триммера; шпулька для триммера; насадка триммеры бензиновый Страна производства Китай Высота предмета 6 см Ширина предмета 9 см,res/img/208929943.png,PNG,RGBA,"(246, 328)",150.16,2024-03-21 11:21:02.694833920,True,катушка для триммера садового леска материал изделия алюминий пластик совместимость бензиновый триммер электрический триммер комплектация катушка для триммера леска для триммера насадки для триммера катушка для триммера универсальная головка для триммера шпулька для триммера насадка триммеры бензиновый страна производства китай высота предмета 6 см ширина предмета 9 см
14,156114215,"Набор аккумуляторного инструмента ZITREK 2 в 1, 2х2.0Ач","Модель 20,GreenSaw 20 Extra Power set 2 in 1 Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 2000 мАч",res/img/156114215.png,PNG,RGBA,"(246, 328)",52.72,2024-03-21 11:21:11.980748032,True,"набор аккумуляторного инструмента zitrek 2 в 1, 2х2.0ач модель 20,greensaw 20 extra power set 2 in 1 гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 2000 мач"
15,210307736,Насадка на триммер бензиновый электрический,Материал изделия сталь; пластик Комплектация насадка для триммера; насадка триммеры; диск для триммера; катушка для триммера Страна производства Китай Высота предмета 3 см Ширина предмета 14 см Вес с упаковкой (кг) 1 кг,res/img/210307736.png,PNG,RGBA,"(246, 328)",125.57,2024-03-21 11:21:21.189948928,True,насадка на триммер бензиновый электрический материал изделия сталь пластик комплектация насадка для триммера насадка триммеры диск для триммера катушка для триммера страна производства китай высота предмета 3 см ширина предмета 14 см вес с упаковкой (кг) 1 кг
16,151723698,Катушка для триммера Y-A002,Материал изделия пластик; металл Совместимость Триммер бензиновый; триммер для травы; триммер садовый бензиновый; Газонокосилка; бензиновый триммер; бензотриммер; катушка триммерная; триммер электрический садовый; электротриммер для травы; дача и сад Комплектация катушка; кассета для триммера; головка триммерная; Катушка триммерная; катушка триммерная автомат Страна производства Китай Высота предмета 7 см Ширина предмета 13 см,res/img/151723698.png,PNG,RGBA,"(246, 328)",177.57,2024-03-21 11:21:30.602738944,True,катушка для триммера ya002 материал изделия пластик металл совместимость триммер бензиновый триммер для травы триммер садовый бензиновый газонокосилка бензиновый триммер бензотриммер катушка триммерная триммер электрический садовый электротриммер для травы дача и сад комплектация катушка кассета для триммера головка триммерная катушка триммерная катушка триммерная автомат страна производства китай высота предмета 7 см ширина предмета 13 см
17,83254734,Леска для катушки триммера 2.4 мм звезда,Материал изделия Нейлон 100% Длина (м) 15 м Сечение корда круг; звезда Толщина нити 2.4 мм Комплектация Лески для триммера 2 шт.; Леска для триммера 1 шт Страна производства Китай,res/img/83254734.png,PNG,RGBA,"(246, 328)",134.39,2024-03-21 11:21:45.889041920,True,леска для катушки триммера 2.4 мм звезда материал изделия нейлон 100% длина (м) 15 м сечение корда круг звезда толщина нити 2.4 мм комплектация лески для триммера 2 шт. леска для триммера 1 шт страна производства китай
18,39727485,Триммер садовый аккумуляторный 2 в 1 DEKO DKTR40 063-4230,Модель DKTR40 Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 2000 мА*ч,res/img/39727485.png,PNG,RGBA,"(246, 328)",25.53,2024-03-21 11:21:53.922667008,True,триммер садовый аккумуляторный 2 в 1 deko dktr40 0634230 модель dktr40 гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 2000 мач
19,76566433,"Прочная леска для триммера квадрат 2,4мм",Материал изделия нейлон Сечение корда квадрат Толщина нити 2.4 мм Комплектация Леска для триммера - 1шт Страна производства Китай Вес с упаковкой (кг) 0.05 кг,res/img/76566433.png,PNG,RGBA,"(246, 328)",156.85,2024-03-21 11:22:02.662014976,True,"прочная леска для триммера квадрат 2,4мм материал изделия нейлон сечение корда квадрат толщина нити 2.4 мм комплектация леска для триммера  1шт страна производства китай вес с упаковкой (кг) 0.05 кг"
20,158256245,"Леска для триммера 2,4мм 15м звезда","Материал изделия нейлоновая; Нейлон 100% Длина (м) 15 м Сечение корда звезда; круг Толщина нити 2.4 мм Комплектация Леска для триммера 2,4мм 15м - 1шт; упаковка Страна производства Китай",res/img/158256245.png,PNG,RGBA,"(246, 328)",100.94,2024-03-21 11:22:11.679616000,True,"леска для триммера 2,4мм 15м звезда материал изделия нейлоновая нейлон 100% длина (м) 15 м сечение корда звезда круг толщина нити 2.4 мм комплектация леска для триммера 2,4мм 15м  1шт упаковка страна производства китай"
21,153270175,"Прочная армированная леска для триммера от 2,4 до 4 мм",Материал изделия износостойкий нейлон Сечение корда звезда; витой квадрат; квадрат Толщина нити 3 мм Комплектация Леска для триммера - 1шт Страна производства Китай Вес с упаковкой (кг) 0.05 кг,res/img/153270175.png,PNG,RGBA,"(246, 328)",177.55,2024-03-21 11:22:20.036562944,True,"прочная армированная леска для триммера от 2,4 до 4 мм материал изделия износостойкий нейлон сечение корда звезда витой квадрат квадрат толщина нити 3 мм комплектация леска для триммера  1шт страна производства китай вес с упаковкой (кг) 0.05 кг"
22,70243028,Ремень наплечный для триммера. Профессиональный ранцевый.,Материал изделия нейлон; ткань Совместимость триммер; бензотриммер; бензокосы Комплектация Ремень для триммера Страна производства Китай Вес с упаковкой (кг) 0.4 кг Длина упаковки 25 см,res/img/70243028.png,PNG,RGBA,"(246, 328)",124.24,2024-03-21 11:22:27.848509952,True,ремень наплечный для триммера. профессиональный ранцевый. материал изделия нейлон ткань совместимость триммер бензотриммер бензокосы комплектация ремень для триммера страна производства китай вес с упаковкой (кг) 0.4 кг длина упаковки 25 см
23,74250607,Садовый триммер для травы аккумуляторный,Модель ручной; беспроводной Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 1500 мА*ч,res/img/74250607.png,PNG,RGBA,"(246, 328)",159.95,2024-03-21 11:22:35.688020992,True,садовый триммер для травы аккумуляторный модель ручной беспроводной гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 1500 мач
24,95907911,"Катушка для триммера, головка с леской Huter GTH ""Easy Load""","Материал изделия Высококачественный ударопрочный пластик Совместимость GGT, GET-1200,GET-1500, GET-1700 Комплектация Катушка с леской 1 шт Страна производства Китай Высота предмета 14 см Ширина предмета 14 см",res/img/95907911.png,PNG,RGBA,"(246, 328)",103.35,2024-03-21 11:22:44.402832896,True,"катушка для триммера, головка с леской huter gth ""easy load"" материал изделия высококачественный ударопрочный пластик совместимость ggt, get1200,get1500, get1700 комплектация катушка с леской 1 шт страна производства китай высота предмета 14 см ширина предмета 14 см"
25,158774341,Нож стальной для триммера садового. Набор 2 шт.,Количество предметов в упаковке 2 шт. Материал изделия нержавеющая сталь Посадочный диаметр 5 мм Внешний диаметр предмета 15 см Комплектация 2 ножа Вес с упаковкой (кг) 0.08 кг,res/img/158774341.png,PNG,RGBA,"(246, 328)",85.11,2024-03-21 11:22:53.221227008,True,нож стальной для триммера садового. набор 2 шт. количество предметов в упаковке 2 шт. материал изделия нержавеющая сталь посадочный диаметр 5 мм внешний диаметр предмета 15 см комплектация 2 ножа вес с упаковкой (кг) 0.08 кг
26,162724263,Садовый триммер для травы аккумуляторный,Модель ручной; беспроводной Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 1500 мА*ч,res/img/162724263.png,PNG,RGBA,"(246, 328)",132.07,2024-03-21 11:23:01.861967872,True,садовый триммер для травы аккумуляторный модель ручной беспроводной гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 1500 мач
27,171106503,"Нож для мотокосы BB0013 Standart 255 x 25,4 x 3T, Multi",Количество предметов в упаковке 1 шт. Материал изделия сталь Посадочный диаметр 25.4 мм Внешний диаметр предмета 25.5 см Комплектация нож; упаковка-блистер Страна производства Китай,res/img/171106503.png,PNG,RGBA,"(246, 328)",80.87,2024-03-21 11:23:11.507212032,True,"нож для мотокосы bb0013 standart 255 x 25,4 x 3t, multi количество предметов в упаковке 1 шт. материал изделия сталь посадочный диаметр 25.4 мм внешний диаметр предмета 25.5 см комплектация нож упаковкаблистер страна производства китай"
28,83965255,"Леска Квадрат, 2,4мм.х158м. на бобине 0,9 кг.",Толщина нити 2.4 мм Комплектация леска для триммера - 1 шт Страна производства Китай Вес с упаковкой (кг) 1.15 кг,res/img/83965255.png,PNG,RGBA,"(246, 328)",100.83,2024-03-21 11:23:20.236801024,True,"леска квадрат, 2,4мм.х158м. на бобине 0,9 кг. толщина нити 2.4 мм комплектация леска для триммера  1 шт страна производства китай вес с упаковкой (кг) 1.15 кг"
29,210928422,"Леска звездочка для триммера 2,4 мм*15 м",Материал изделия полимер Длина (м) 15 м Сечение корда звезда Толщина нити 2.4 мм Страна производства США Вес с упаковкой (кг) 0.15 кг,res/img/210928422.png,PNG,RGBA,"(246, 328)",57.6,2024-03-21 11:23:28.619557120,True,"леска звездочка для триммера 2,4 мм15 м материал изделия полимер длина (м) 15 м сечение корда звезда толщина нити 2.4 мм страна производства сша вес с упаковкой (кг) 0.15 кг"
30,209801389,Триммер аккумуляторный для травы садовый,Модель TM600-Li2; электрическая; мощный Гарантийный срок 5 лет Тип аккумулятора Li-Ion Емкость аккумулятора 2000 мА*ч,res/img/209801389.png,PNG,RGBA,"(246, 328)",123.39,2024-03-21 11:23:37.334518016,True,триммер аккумуляторный для травы садовый модель tm600li2 электрическая мощный гарантийный срок 5 лет тип аккумулятора liion емкость аккумулятора 2000 мач
31,88145485,Диск для триммера насадка на триммер,Материал изделия сталь; пластик Комплектация Насадка триммерная - 2 шт Страна производства Китай Высота предмета 2 см Ширина предмета 13 см Вес с упаковкой (кг) 0.4 кг,res/img/88145485.png,PNG,RGBA,"(246, 328)",121.97,2024-03-21 11:23:45.786298880,True,диск для триммера насадка на триммер материал изделия сталь пластик комплектация насадка триммерная  2 шт страна производства китай высота предмета 2 см ширина предмета 13 см вес с упаковкой (кг) 0.4 кг
32,110277654,Головка для триммера катушка на триммер,Материал изделия алюминий; пластик Комплектация Ключ - 1шт.; Катушка - 1 шт.; переходник - 2шт.; Леска (4 мм) - 1 шт. Страна производства Китай Высота предмета 8 см Ширина предмета 9 см Вес с упаковкой (кг) 0.3 кг,res/img/110277654.png,PNG,RGBA,"(246, 328)",127.33,2024-03-21 11:23:55.890510080,True,головка для триммера катушка на триммер материал изделия алюминий пластик комплектация ключ  1шт. катушка  1 шт. переходник  2шт. леска (4 мм)  1 шт. страна производства китай высота предмета 8 см ширина предмета 9 см вес с упаковкой (кг) 0.3 кг
33,76572141,"Прочная армированная леска для триммера от 2,4 до 4 мм",Материал изделия износостойкий нейлон Сечение корда звезда; витой квадрат; квадрат Толщина нити 3 мм Комплектация Леска для триммера - 1шт Страна производства Китай Вес с упаковкой (кг) 0.05 кг,res/img/76572141.png,PNG,RGBA,"(246, 328)",177.42,2024-03-21 11:24:09.001768960,True,"прочная армированная леска для триммера от 2,4 до 4 мм материал изделия износостойкий нейлон сечение корда звезда витой квадрат квадрат толщина нити 3 мм комплектация леска для триммера  1шт страна производства китай вес с упаковкой (кг) 0.05 кг"
34,154463370,Диск для триммера насадка культиватор на триммер,Материал изделия сталь; пластик Совместимость Универсальная посадка Страна производства Китай Вес с упаковкой (кг) 0.4 кг Длина упаковки 25 см Высота упаковки 13 см,res/img/154463370.png,PNG,RGBA,"(246, 328)",135.93,2024-03-21 11:24:17.056444928,True,диск для триммера насадка культиватор на триммер материал изделия сталь пластик совместимость универсальная посадка страна производства китай вес с упаковкой (кг) 0.4 кг длина упаковки 25 см высота упаковки 13 см
35,148516227,"Леска для триммера 2,7 мм, длина 15 м",Страна производства Китай Вес с упаковкой (кг) 0.06 кг Длина упаковки 10 см Высота упаковки 3 см Ширина упаковки 10 см,res/img/148516227.png,PNG,RGBA,"(246, 328)",80.84,2024-03-21 11:24:25.806149888,True,"леска для триммера 2,7 мм, длина 15 м страна производства китай вес с упаковкой (кг) 0.06 кг длина упаковки 10 см высота упаковки 3 см ширина упаковки 10 см"
36,147019572,"Леска для триммера 2,7 мм, длина 15 м, синий",Длина (м) 15 м Комплектация Леска для триммера 15 м Страна производства Китай Вес с упаковкой (кг) 0.06 кг Длина упаковки 10 см Высота упаковки 3 см,res/img/147019572.png,PNG,RGBA,"(246, 328)",80.71,2024-03-21 11:24:34.068084992,True,"леска для триммера 2,7 мм, длина 15 м, синий длина (м) 15 м комплектация леска для триммера 15 м страна производства китай вес с упаковкой (кг) 0.06 кг длина упаковки 10 см высота упаковки 3 см"
37,148686467,"Леска для триммера крученая с нитью, 2,4 мм, длина 15 м",Страна производства Китай Вес с упаковкой (кг) 0.05 кг Длина упаковки 9 см Высота упаковки 3 см Ширина упаковки 9 см,res/img/148686467.png,PNG,RGBA,"(246, 328)",77.82,2024-03-21 11:24:41.861483008,True,"леска для триммера крученая с нитью, 2,4 мм, длина 15 м страна производства китай вес с упаковкой (кг) 0.05 кг длина упаковки 9 см высота упаковки 3 см ширина упаковки 9 см"
38,153619857,Триммер садовый аккумуляторный GreenCut 20 2x1.5Ач 082-2003,Модель GreenCut 20 Гарантийный срок 1 год Тип аккумулятора Li-lon Емкость аккумулятора 1500 мА*ч,res/img/153619857.png,PNG,RGBA,"(246, 328)",44.13,2024-03-21 11:24:50.341736960,True,триммер садовый аккумуляторный greencut 20 2x1.5ач 0822003 модель greencut 20 гарантийный срок 1 год тип аккумулятора lilon емкость аккумулятора 1500 мач
39,151532281,"Триммер садовый электрический DEKO DKTR500,складной 065-1210",Модель DKTR500 Гарантийный срок 1 год Питание от сети Мощность устройства 500Вт,res/img/151532281.png,PNG,RGBA,"(246, 328)",159.83,2024-03-21 11:24:58.882617088,True,"триммер садовый электрический deko dktr500,складной 0651210 модель dktr500 гарантийный срок 1 год питание от сети мощность устройства 500вт"
40,30087964,Триммер садовый бензиновый с разборной штангой GGT-1300S,Модель HUTER GGT-1300S Мощность устройства 1300 Вт Мощность (лс) 1.8 лс Тип режущего инструмента леска/нож,res/img/30087964.png,PNG,RGBA,"(246, 328)",150.85,2024-03-21 11:25:08.677419008,True,триммер садовый бензиновый с разборной штангой ggt1300s модель huter ggt1300s мощность устройства 1300 вт мощность (лс) 1.8 лс тип режущего инструмента леска/нож
41,8144804,"Триммер электрический Арт. 21217 Basic, 500 Вт, 30 см",Модель GST5033 Гарантийный срок 3 Года (36 месяцев) Питание 220 - 230 В/ 50Гц Мощность устройства 500 Вт,res/img/8144804.png,PNG,RGBA,"(246, 328)",17.26,2024-03-21 11:25:17.533224192,True,"триммер электрический арт. 21217 basic, 500 вт, 30 см модель gst5033 гарантийный срок 3 года (36 месяцев) питание 220  230 в/ 50гц мощность устройства 500 вт"
42,208763242,Триммер для травы садовый кусторез аккумуляторный,"Гарантийный срок 1 год Тип аккумулятора Аккумулятор (LI-lon); Литиевый Емкость аккумулятора 1500 мАч Время работы от аккумулятора 40 мин Питание USB; от аккумулятора; без питания Мощность устройства 7,2 В",res/img/208763242.png,PNG,RGBA,"(246, 328)",115.52,2024-03-21 11:25:26.231247872,True,"триммер для травы садовый кусторез аккумуляторный гарантийный срок 1 год тип аккумулятора аккумулятор (lilon) литиевый емкость аккумулятора 1500 мач время работы от аккумулятора 40 мин питание usb от аккумулятора без питания мощность устройства 7,2 в"
43,161310101,"Леска для триммера 2,7 мм, длина 15 м",Страна производства Китай Вес с упаковкой (кг) 0.06 кг Длина упаковки 10 см Высота упаковки 3 см Ширина упаковки 10 см,res/img/161310101.png,PNG,RGBA,"(246, 328)",79.58,2024-03-21 11:25:35.363141888,True,"леска для триммера 2,7 мм, длина 15 м страна производства китай вес с упаковкой (кг) 0.06 кг длина упаковки 10 см высота упаковки 3 см ширина упаковки 10 см"
44,137697202,Леска для триммера спираль 15 метров садовая для косилки,Материал изделия нейлон Длина (м) 15 м Сечение корда спираль Толщина нити 3.5 мм Комплектация леска Страна производства Китай,res/img/137697202.png,PNG,RGBA,"(246, 328)",19.99,2024-03-21 11:25:43.809633024,True,леска для триммера спираль 15 метров садовая для косилки материал изделия нейлон длина (м) 15 м сечение корда спираль толщина нити 3.5 мм комплектация леска страна производства китай
45,161389798,"Леска для триммера 2,7 мм, длина 15 м, синий",Длина (м) 15 м Комплектация Леска для триммера 15 м Страна производства Китай Вес с упаковкой (кг) 0.06 кг Длина упаковки 10 см Высота упаковки 3 см,res/img/161389798.png,PNG,RGBA,"(246, 328)",79.92,2024-03-21 11:25:52.293881088,True,"леска для триммера 2,7 мм, длина 15 м, синий длина (м) 15 м комплектация леска для триммера 15 м страна производства китай вес с упаковкой (кг) 0.06 кг длина упаковки 10 см высота упаковки 3 см"
46,33703287,"Триммер садовый аккумуляторный DEKO DKTR21, 2*2.0Ач, 350 Вт",Модель DKTR21 Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 2000 мА*ч,res/img/33703287.png,PNG,RGBA,"(246, 328)",130.41,2024-03-21 11:26:00.539105792,True,"триммер садовый аккумуляторный deko dktr21, 22.0ач, 350 вт модель dktr21 гарантийный срок 1 год тип аккумулятора liion емкость аккумулятора 2000 мач"
47,212672157,Насадка триммерная садовая,Материал изделия пластик Совместимость универсальная Страна производства Китай Высота предмета 6 см Ширина предмета 11 см Вес с упаковкой (кг) 0.26 кг,res/img/212672157.png,PNG,RGBA,"(246, 328)",144.38,2024-03-21 11:26:09.140468992,True,насадка триммерная садовая материал изделия пластик совместимость универсальная страна производства китай высота предмета 6 см ширина предмета 11 см вес с упаковкой (кг) 0.26 кг
48,165699185,Леска двухкомпонентная для триммера круглая 2.4 мм,"Материал изделия полиамид Длина (м) 15 м Сечение корда круг Толщина нити 2.4 мм Комплектация Блистер ""Леска двухкомпонентная для триммера 2.4 мм"" 1 шт. Страна производства Китай",res/img/165699185.png,PNG,RGBA,"(246, 328)",66.32,2024-03-21 11:26:18.502713088,True,"леска двухкомпонентная для триммера круглая 2.4 мм материал изделия полиамид длина (м) 15 м сечение корда круг толщина нити 2.4 мм комплектация блистер ""леска двухкомпонентная для триммера 2.4 мм"" 1 шт. страна производства китай"
49,210451247,"Нож диск для триммера садового 20х230х25,4",Количество предметов в упаковке 1 шт. Материал изделия углеродистая сталь Посадочный диаметр 25.4 мм Внешний диаметр предмета 23 см Комплектация Диск - 1 шт Страна производства Китай,res/img/210451247.png,PNG,RGBA,"(246, 328)",115.31,2024-03-21 11:26:26.745517056,True,"нож диск для триммера садового 20х230х25,4 количество предметов в упаковке 1 шт. материал изделия углеродистая сталь посадочный диаметр 25.4 мм внешний диаметр предмета 23 см комплектация диск  1 шт страна производства китай"
50,213109941,Леска для триммера звезда с усилением 3.0 мм,Материал изделия износостойкий нейлон Сечение корда звезда; звезда с усилением Толщина нити 3 мм Комплектация Леска для триммера - 1шт Страна производства Китай Вес с упаковкой (кг) 0.05 кг,res/img/213109941.png,PNG,RGBA,"(246, 328)",169.53,2024-03-21 11:26:35.237928960,True,леска для триммера звезда с усилением 3.0 мм материал изделия износостойкий нейлон сечение корда звезда звезда с усилением толщина нити 3 мм комплектация леска для триммера  1шт страна производства китай вес с упаковкой (кг) 0.05 кг
51,110071755,Катушка для триммера с цепью бензопилы,Материал изделия металл; цепь; леска Совместимость Электротриммер; бензотриммер; газонокосилка Комплектация катушка для триммера с цепью - 1 шт Страна производства Китай Высота предмета 10 см Ширина предмета 8 см,res/img/110071755.png,PNG,RGBA,"(246, 328)",94.29,2024-03-21 11:26:43.734746880,True,катушка для триммера с цепью бензопилы материал изделия металл цепь леска совместимость электротриммер бензотриммер газонокосилка комплектация катушка для триммера с цепью  1 шт страна производства китай высота предмета 10 см ширина предмета 8 см
52,162645823,Леска для триммера,Материал изделия Нейлон (полиамид); Графитовый; Стержень Длина (м) 15 м Сечение корда квадрат; с сердечником; усиленная Толщина нити 3 мм Комплектация леска для триммера; 15м; высокопрочная; усиленная Страна производства Китай,res/img/162645823.png,PNG,RGBA,"(246, 328)",128.57,2024-03-21 11:26:51.428006912,True,леска для триммера материал изделия нейлон (полиамид) графитовый стержень длина (м) 15 м сечение корда квадрат с сердечником усиленная толщина нити 3 мм комплектация леска для триммера 15м высокопрочная усиленная страна производства китай
53,38124991,Бензиновый триммер GGT-2900T PRO,Модель GGT-2900T PRO Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 2900,res/img/38124991.png,PNG,RGBA,"(246, 328)",23.58,2024-03-21 11:26:59.097971968,True,бензиновый триммер ggt2900t pro модель ggt2900t pro гарантийный срок 12 мес питание бензиновый мощность устройства 2900
54,38124992,Бензиновый триммер GGT-1900S,Модель GGT-1900S Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 1900,res/img/38124992.png,PNG,RGBA,"(246, 328)",19.67,2024-03-21 11:27:07.207760896,True,бензиновый триммер ggt1900s модель ggt1900s гарантийный срок 12 мес питание бензиновый мощность устройства 1900
55,212672110,Насадка триммерная садовая - Катушка для триммера,Материал изделия пластик Совместимость универсальная Комплектация Катушка триммерная - 1шт. Страна производства Китай Высота предмета 7 см Ширина предмета 11 см,res/img/212672110.png,PNG,RGBA,"(246, 328)",146.76,2024-03-21 11:27:15.989110016,True,насадка триммерная садовая  катушка для триммера материал изделия пластик совместимость универсальная комплектация катушка триммерная  1шт. страна производства китай высота предмета 7 см ширина предмета 11 см
